input_csv,image_path,idx_in_cluster,description,objects,objects_not_found
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_166/cluster_items_objects_np.csv,Images/London/London_0000246_2017_06_354_51.48676602233643_-0.1089027949998293_ZL9hBWho7P4dPgszZnN2Rg.jpg,4,"Multi-story reddish-brown brick building with white windows, wrought iron railings with green plants, asphalt roadway with white parking bay line, more reddish-brown brick buildings receding into the distance, street lined with deciduous trees, streetlight pole with signage, asphalt road extending into the distance, junction with white dashed road markings and pedestrian crossing lines, two white bollards, multi-story light brown brick building with white windows, asphalt roadway with white parking bay line on the right.",building. roadway. tree. pole. signage. road. junction. marking. bollard. right,roadway. junction. right
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1660/cluster_items_objects_np.csv,Images/London/London_0001539_2016_05_338_51.49333458714901_-0.1111074201900472_412yMOQInijTMbIFRzR80w.jpg,3,"Part of a multi-story brown brick building with white window frames and a light grey electrical box, a short concrete retaining wall with green plants, a patterned paved area with several grey concrete bollards, a black metal gate, a dark green bin, a large tree with green leaves, another multi-story brown brick building, a paved sidewalk, a black lamp post, and a dark grey asphalt road.",building. wall. tree. leaf. sidewalk. post. road,leaf
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1660/cluster_items_objects_np.csv,Images/London/London_0001539_2017_03_343_51.4933419984965_-0.1111307819475227_YIFEOY4Uu764ztf_c3FyMg.jpg,4,"Leftmost brick building with a wall-mounted light fixture, black metal fence enclosing dark green bins, paved ground with a circular pattern, multiple grey cylindrical bollards, a bare tree, a distant tall grey cylindrical building, a large multi-story light brown/yellow brick building with red brick accents and rectangular windows and balconies, a black lamppost, a blue and white rectangular sign on a pole, a wooden arrow-shaped sign with a tree logo pointing right, a building entrance with a zig-zag canopy, an asphalt street with white and yellow lines, a sidewalk.",building. fence. bin. ground. tree. bollard. window. balcony. lamppost. sign. pole. logo. entrance. canopy. street. sidewalk,entrance. canopy
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1660/cluster_items_objects_np.csv,Images/London/London_0001539_2020_11_349_51.49333741517063_-0.1110823883042171_EzacAkVGxD_1lgWPMRQx0w.jpg,5,"Multi-story brown brick building with white window frames and light horizontal banding, green shrubbery, paved cobblestone-like area covered in autumn leaves, multiple light grey concrete bollards, black metal gated enclosure, tree with bare branches, black street light pole, low brick wall with dark metal fence, distinctive wooden structure with a pointed roof, multi-story brown brick building, dark asphalt road curving to the right covered in autumn leaves.",building. frame. shrubbery. leaf. bollard. enclosure. tree. branch. pole. wall. structure. road,frame. leaf. enclosure. branch
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1660/cluster_items_objects_np.csv,Images/London/London_0001539_2017_09_341_51.49332660160393_-0.1110773434710981_plf3QmrJDaZEqrdj0DrJvg.jpg,6,"Raised concrete planter with green shrubs, brown brick building with white framed windows and a second-story balcony featuring a black metal railing and transparent panels, a white rectangular panel below the balcony, a lower white-framed window, a light-colored utility box, an orange-glowing light fixture, grey paved sidewalk, patterned cobblestone-like ground leading to a black metal gate, a dark green refuse bin visible behind the gate, a large deciduous tree with green foliage, a row of short grey cylindrical bollards, a black street light pole, a multi-story brown brick building in the background on the right, a black metal fence or railing in the mid-ground, a brown arrow-shaped directional sign on a post, and a grey asphalt road with a yellow curb line.",building. window. balcony. panel. box. fixture. sidewalk. ground. gate. bin. tree. foliage. row. bollard. pole. right. fence. sign. post. road,box. fixture. gate. row. right
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1661/cluster_items_objects_np.csv,Images/London/London_0001462_2008_07_005_51.49333340798954_-0.1654141115863138_8wmMRLQAbgVH21Vr8yYfoQ.jpg,3,"Ornate black street lamp, yellow triangular pedestrian crossing sign, tall brown brick building with vertical white section and white-framed windows, low dark brick wall, green trees, large traditional brown brick building with many arched windows and complex roofline in the background, asphalt street with white dashed parking lines, long light brown brick building with many large, multi-paned white-framed windows and ground-level doors/garage doors, paved sidewalk with a yellow line at the curb and metal grates.",building. window. wall. tree. roofline. street. door. sidewalk. grate,grate
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1662/cluster_items_objects_np.csv,Images/London/London_0001462_2017_12_176_51.49333167651282_-0.1654586064691367_Cpg1sDJsUHqvFudX-vHoLA.jpg,1,"Tall brick building with dense dark green foliage, low weathered brick wall, bare deciduous tree, multi-story modern building with light-colored panels and vertical windows, long multi-story brick building with large grid-paned windows on upper floors, dark bricked-up or boarded-up openings on the lower part of the brick building, dark door, ""CLEANINGS"" sign with a logo, asphalt road with yellow zig-zag lines, paved sidewalk with square tiles.",wall. tree. building. panel. window. floor. opening. part. door. tile,panel. floor. opening. part
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1662/cluster_items_objects_np.csv,Images/London/London_0001462_2020_11_179_51.493340488804_-0.1654198490331127_ftjYMbiw4KOYT5LdnJRKOw.jpg,2,"Red brick building with balconies, tall black ornate lamppost with parking sign, low dark red brick wall, modern light-colored building in background with circular window and glass sections, street asphalt with ""SABLED 648 ONLY"" painted marking, large multi-story building on right made of light brown/yellowish brick with numerous large rectangular windows and dark ground-level entrances/panels, concrete sidewalk, yellow street markings with ""SCH"".",wall. building. asphalt. brick. window. sidewalk,brick
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1663/cluster_items_objects_np.csv,Images/London/London_0001467_2016_09_166_51.49333234479317_-0.1617159559669952_vOtbR65B89zP9qttFsKm6A.jpg,0,"Black metal fence, white terraced building with white-framed windows and black ornate balcony railings, beige brick building with arched window details, black street lamp post, row of grand red brick multi-story buildings with white window frames and decorative white cornices, prominent red brick building with a dark pointed roof section, paved street, trees.",building. fence. railings. row. section. tree,row. section
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1664/cluster_items_objects_np.csv,Images/London/London_0001539_2016_09_165_51.49335093187077_-0.1110598964961722_NRtk_Q8rTW6Zhpa1wC03Cg.jpg,1,"Low brick retaining wall with small plants, concrete sidewalk, multi-story brick building with white window frames and a glass-railed balcony on an upper floor, a white horizontal band, an exterior light, and a partial street name sign (""CROMB...""), sloped concrete area, black metal fence and gate, large deciduous tree, black streetlight pole, multi-story brick building with a pitched roof, chimneys, multiple windows, an entrance with an angular canopy, and a brown arrow-shaped sign, concrete bollards, asphalt road with solid and dashed white lines.",wall. building. sidewalk. tree. fence. gate. pole. roof. chimney. window. entrance. canopy. bollard. road,entrance
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_167/cluster_items_objects_np.csv,Images/London/London_0000264_2019_03_170_51.48677154239913_-0.0963668462592047_tiXj_v_hzXLhoogxW-1yoA.jpg,1,"Weathered reddish-brown brick wall on the left, dark concrete and metal structure overhead, dark asphalt road, a fenced area in the distance, a tall dark streetlight pole, a multi-story residential building with a light-colored facade and many windows in the background, another section of metal fencing to the right, weathered reddish-brown brick wall on the right, pavement with double yellow lines on the right side of the road.",wall. road. building. facade. window. section. pavement,section
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1674/cluster_items_objects_np.csv,Images/London/London_0001448_2012_05_059_51.4934725341958_-0.1754722639400638_egv-zCnuksv-Do3piPi6ow.jpg,1,"An urban street scene featuring a multi-story building with a light-colored stone-clad lower facade and darker brick upper levels, a pharmacy storefront with a green cross sign on the far left, a black storefront with ""rene aubrey"" text, followed by a prominent Post Office located on a rounded corner with red and white signage and display windows, a black metal railing running along the first-floor level above the ground-floor shops, and a black metal fence or gate on the far right, all fronting a grey paved sidewalk and a street with yellow curb markings.",building. facade. storefront. sign. text. office. corner. signage. window. railing. shop. fence. gate. sidewalk. street. marking,text. office. corner
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1679/cluster_items_objects_np.csv,Images/London/London_0001676_2012_05_323_51.49358376591939_-0.1162732001295291_s9qAd6TuQCwMcP7uSXO1Mg.jpg,1,"Brick wall, light-colored building with dark roof and graffiti, black lamppost, green doors on brick base, grey paved sidewalk with grey bollards, dark green fence/panels, curved asphalt road with yellow double lines, stone/concrete underpass archway, elevated railway bridge, red passenger train, tall building/skyscraper, green tree.",building. roof. lamppost. door. base. sidewalk. bollard. panel. road. archway. bridge. train. skyscraper. tree,base. panel. archway
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1679/cluster_items_objects_np.csv,Images/London/London_0001676_2019_03_311_51.49358883505883_-0.1162742849159357_upL2X8XZFkKyGwZBnjvrXg.jpg,3,"Dark brown brick wall with a recessed black rectangular panel, dark metal gate, dark green utility shed, slender bare tree, black street light pole, light reddish-brown brick building with dark angular roof sections and white walls, grey paved sidewalk, multiple grey cylindrical bollards, curved asphalt road with double yellow lines, red train carriage on an elevated track, distant construction crane, distant flat-roofed building.",building. road. carriage. track,carriage. track
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1681/cluster_items_objects_np.csv,Images/London/London_0001584_2008_07_151_51.4935979548946_-0.1803527725991537_B3EgTR3ZbJGFSxkNij3R9A.jpg,1,"Dense green trees, dark metal fence, sidewalk, black street light pole, red circular road sign on a pole, road junction marked with white dashed lines and yellow zig-zag lines, asphalt street with a white dashed center line, trees and buildings lining the right side of the street, parked cars along the right curb, street curving slightly into the distance with more buildings and trees.",tree. sidewalk. pole. sign. junction. building. car. curb,junction
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1681/cluster_items_objects_np.csv,Images/London/London_0001584_2008_06_140_51.49358360672658_-0.1804448581813307_cL5VabU2Ig9v54vn9QzKVA.jpg,4,"Dense green foliage of trees and bushes, black ornate metal fence, grey concrete sidewalk, mature tree trunk, tall black street lamp post, asphalt road with white dashed and solid line markings, green tree canopies, partial view of brick buildings.",tree. bush. sidewalk. trunk. post. road. marking. canopy. building,canopy. building
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1681/cluster_items_objects_np.csv,Images/London/London_0001584_2014_06_162_51.49359030097403_-0.1803857646601173_Wb4ZT_uIRoe__oZ9idUitw.jpg,5,"Dense green trees and foliage, partially visible light-colored building, traditional ornate black streetlamp, dark asphalt road surface, white painted parking bay lines, continuous row of multi-story light-colored terraced buildings, classical architectural details including columns, pilasters, balconies, and ornate railings, repetitive window patterns on building facades, faint white road line.",building. streetlamp. surface. row. detail. column. pilaster. balcony. railing. facade,row. detail. pilaster
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1682/cluster_items_objects_np.csv,Images/London/London_0001676_2020_08_130_51.49360651548282_-0.1162871871748941_A5OS7QCxhe6ze6ZEQ1fLkA.jpg,2,"Dark brick wall, light-colored tree trunk with green leaves, black metal fence, gray concrete sidewalk with gray bollards, dark green utility box, modern reddish-brown brick building with dark angular roofline and a vertical dark window, dark asphalt street curving right, large tree with green leaves, red sign, distant dark brick wall.",trunk. fence. bollard. box. building. roofline. window. wall,box
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1683/cluster_items_objects_np.csv,Images/London/London_0001547_2012_05_141_51.49360745761467_-0.1053078789116004_lKLi9C7pHvu95Dv22eseRw.jpg,0,"Asphalt road curving left with double yellow lines and a drainage grate, red brick residential buildings with dark roofs in the background, a fenced area, a corner building made of light brown/yellow brick with a visible red brick side wall, multiple windows including bay windows, a dark blue front door with a small grey curved canopy and black railings, a street sign, a long multi-story red brick building with prominent white horizontal banding and many rectangular windows, a black iron fence and low brick wall with trees and greenery, asphalt road continuing to the right with white give-way road markings, and more older red brick buildings in the distance on the right.",building. roof. brick. wall. window. door. canopy. railing. sign. tree. greenery. road,brick. canopy
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1683/cluster_items_objects_np.csv,Images/London/London_0001547_2014_06_143_51.4935983646151_-0.1052789717950236_cOTkXjcTN0dalgiejyIa5w.jpg,2,"Green shrubbery, curved asphalt road with double yellow lines, side of a light beige brick building with a dark roof and white window frame, red brick building behind, front of a light beige brick building with white window frames, blue door canopy, and metal fence, pavement, red brick multi-story building, low brick wall, long row of red brick multi-story buildings with white window frames and white horizontal bands, straight asphalt road.",road. building. roof. frame. canopy. row. band,frame. canopy. row. band
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1683/cluster_items_objects_np.csv,Images/London/London_0001547_2020_08_132_51.49360933479956_-0.1052970858995231_w2fFVs5Nee1awktagt_rMg.jpg,3,"Partial light brown brick building on left, large green hedge, S-curved asphalt road with double yellow lines, red brick and concrete pavement on left, drain grate, distant red brick residential buildings, wooden fence, multi-story corner building with light brown brick left facade (blue door, grey canopy, black railings) and red brick right facade, taller dark red brick building with white trim in background right, concrete pavement on right.",building. road. brick. pavement. grate. fence. facade. door. canopy. railing. trim,brick. canopy
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1683/cluster_items_objects_np.csv,Images/London/London_0001547_2019_03_138_51.49360945895186_-0.1052982738141311_i7SZ_Es-auEic36I7y2eBA.jpg,5,"Partial residential building, dense green hedge, asphalt road with double yellow lines, metal drain grate, red brick residential buildings in background, wooden fence, corner multi-story building with light-colored and red brick facades, white-framed windows, dark entrance canopy, street sign, asphalt road with white arrow marking, multi-story red brick building with white window frames and roof railing, black metal fence at base, paved sidewalks.",building. road. fence. canopy. sign. railing. sidewalk,canopy
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1686/cluster_items_objects_np.csv,Images/London/London_0001584_2017_03_330_51.49361094392943_-0.1804021960616637_oNTAtIFpWyjUiYwzKfv4UA.jpg,1,"Large tree trunk with textured bark, dense green foliage, black wrought iron fence, black ornate street lamp with a scrolled bracket, a row of multi-story brick/stone buildings with multiple windows, paved road with white lane markings, bare tree branches overhead, distant buildings lining the street.",trunk. fence. building. window. road. branch,branch
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1687/cluster_items_objects_np.csv,Images/London/London_0001675_2020_11_029_51.49361485046708_-0.1168518597765842_43s0zoO_rckKAv3dvAlDjg.jpg,3,"Paved road with white bicycle symbols, low dark brown brick wall, autumn trees with red and orange foliage, ""NO PARKING"" sign, tall white industrial chimney/stack, large light-colored building in the background, sidewalk with dark grey pavers, modern building with light red/orange brick facade, large rectangular window reflecting trees, blue circular plaque with text including ""DAMIAN HIRST"" on the brick facade, section of the building's facade made of darker brown/grey bricks.",road. wall. tree. building. paver. facade. brick,brick
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1688/cluster_items_objects_np.csv,Images/London/London_0001599_2016_05_194_51.49362991669422_-0.1700494204537357_lSomN-wngS4cfbiEfPstnw.jpg,1,"Brick wall with arched recesses, double yellow lines on road, modern streetlights, trees, multi-story brick and stone buildings, ornate dark street lamp, large building with classical facade and grey/green entrance, security cameras.",wall. road. tree. building. lamp. facade. entrance. camera,lamp
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1688/cluster_items_objects_np.csv,Images/London/London_0001599_2015_05_192_51.49362946642598_-0.1700222657794675_2neFp_7AL3QPRcbE7AD7xQ.jpg,3,"Tall reddish-brown brick wall with arched recesses, asphalt sidewalk, asphalt road with double yellow lines, distant green trees and light-colored multi-story buildings, multi-story building with light-colored stone facade featuring large rectangular windows and a main entrance with prominent dark-colored columns, ornate black street lamp post, black metal fence along the building base, partial view of a multi-story brown brick building.",wall. sidewalk. road. tree. building. facade. window. entrance. column. post. fence. base,base
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1688/cluster_items_objects_np.csv,Images/London/London_0001599_2012_05_187_51.49363546591722_-0.1701435607480517_wEvzc2m0QFWn0ijD24qbIQ.jpg,4,"Overcast sky, tree foliage, long reddish-brown brick building with arched ground-floor windows, narrow sidewalk, double yellow lines on paved street, tall dark street lamp, more distant trees, multi-story building with light-colored stone/stucco lower facade and large rectangular windows, black metal fence, upper floors of right building made of reddish-brown brick.",building. tree. fence. floor. brick,floor
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1690/cluster_items_objects_np.csv,Images/London/London_0001630_2017_12_010_51.49369798298396_-0.1478172043771264_jSO6HqJPzxS5AyG-9TTwOg.jpg,2,"Grey paved sidewalk, tall reddish-brown brick wall, bare tree branches, large light-colored multi-story building with numerous windows, asphalt road with white dashed line and arrow marking, multi-story brick buildings with dark windows and balconies, ground floor with green-framed windows and arched entrance.",wall. road. branch. building. window. floor. entrance,floor
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1690/cluster_items_objects_np.csv,Images/London/London_0001630_2014_05_011_51.49365210187112_-0.1478221081505879_uSD_XNh8L01tQwbppWLZXw.jpg,3,"Green trees, long red brick wall with light-colored coping stones and rounded finials, paved sidewalk, distant multi-story white building, grey asphalt road with single yellow curb line, paved sidewalk, row of multi-story red brick buildings with white window frames, black balcony railings, ground-floor entrance canopies, decorative facade element, black external device on facade, white gabled entrance structure, yellow cylindrical bollard.",wall. stone. sidewalk. building. road. canopy. facade. structure. bollard,stone. canopy
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1690/cluster_items_objects_np.csv,Images/London/London_0001630_2017_03_007_51.49367945255877_-0.1478499234146424_wL6IiSS8rvliZNz3UeZREQ.jpg,4,"Bare tree branches, multi-story red brick building facade, long red brick wall with stone coping, dark iron gate, grey sidewalk, asphalt road with white painted arrow and dashed lines, grey sidewalk, yellow line painted along the edge of the right sidewalk, row of multi-story brick buildings with balconies, recessed entrance with a small peaked canopy, large dark gateway/opening in a brick building, prominent brick building section with a large arched light-colored recess, large multi-story white building in the distant background.",wall. road. building. sidewalk. entrance. canopy. opening. section. recess,canopy. opening. section. recess
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1690/cluster_items_objects_np.csv,Images/London/London_0001630_2019_03_011_51.49368753594553_-0.1478424815804765_dTdtpiM_mOYKt8rDEuFJDg.jpg,5,"Red brick wall with a dark gate on the left, bare trees behind the wall, a large white multi-story building in the background, asphalt road with white arrow markings and continuous yellow curb lines, multi-story brick buildings on the right with dark ornate railings on upper floors, shopfronts on the ground level including one with an arched brick frame and light green/grey doors, with ""CLEGG'S FOOD HALL"" and ""CLEGG'S GASTROPUB"" signs visible.",wall. tree. building. road. marking. railings. door. hall. sign,railings. hall
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1690/cluster_items_objects_np.csv,Images/London/London_0001630_2017_09_010_51.4936824101371_-0.1478266281459241_1DhPXi1DHP2fK3sHvy-2aQ.jpg,6,"A row of large green trees, a tall reddish-brown brick wall with stone coping and pillars and a visible entrance, a grey paved sidewalk, a tarmac road with white arrow road markings, distant light-colored multi-story buildings, and a long facade of traditional reddish-brown brick buildings featuring multiple floors, white-framed windows, some balconies, small covered entrance porches, and distinctive arched ground-level openings on the rightmost building.",wall. stone. building. facade. road. window. porch,stone. porch
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1690/cluster_items_objects_np.csv,Images/London/London_0001630_2015_05_004_51.49369991772502_-0.147848988465645_OAC11iQ-nPWRdKCCRlo8zg.jpg,11,"Tall green deciduous trees lining the left side of the street, a paved street surface with a yellow curb line on the right, a sidewalk on the right side, a row of multi-story reddish-brown brick buildings on the right featuring dark ground-floor entrances, black facade fixtures, and black metal balconies, with the closest brick building having an arched ground-floor window with white frames and dark vertical pipes, and a tall light-colored modern building with many windows visible in the distance.",tree. sidewalk. building. entrance. fixture. window. frame. pipe,fixture. frame
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1690/cluster_items_objects_np.csv,Images/London/London_0001630_2012_08_010_51.49369856648946_-0.1478401525564124_jdNAlYpRTAwlRE7OYsJr6A.jpg,12,"Large green trees, tall red brick wall with dark diamond patterns and brick pillar caps, grey paved sidewalk, asphalt road, grey paved sidewalk, tall red brick building with prominent arched window featuring vertical white bars, black vertical pole, multiple multi-story red brick buildings with various windows and balconies, white light-colored entrance canopy, distant white buildings.",wall. road. building. sidewalk. window. bar. pole. canopy,bar. canopy
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1695/cluster_items_objects_np.csv,Images/London/London_0001668_2009_07_177_51.4937252431635_-0.1211697850340219_dbNfkjNjQweNBLM5WQG5fQ.jpg,1,"Two large stone obelisks with finials, a multi-lane asphalt road with white lane markings, multiple traffic light poles, mature green trees, a distinctive red brick building with multiple turrets and castellated architecture, a road curving to the right with double red curb lines, tall dark lamp posts.",road. tree. building. turret. architecture,turret
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1695/cluster_items_objects_np.csv,Images/London/London_0001668_2019_03_179_51.49371654823945_-0.1211745238413499_902hxhp9YyzqFlSzSl5OPw.jpg,2,"Road surface with white right-turn arrow marking and double red curb lines, two tall light-colored obelisks in distant left background, large multi-story historical-style dark brick building with ornate architecture in background, urban road intersection with multiple black traffic light poles and street lamp poles, other brick buildings and bare trees in mid-background, building with reddish-brown paneling and vertical ""TO LET"" sign on far right, double red curb lines on right side of road with white forward/right arrow marking.",building. intersection. pole. tree. sign. side. road,intersection. side
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1695/cluster_items_objects_np.csv,Images/London/London_0001668_2012_05_174_51.49375941123662_-0.1211565586027343_sTo4sadHROVkLeZczUn8Fw.jpg,9,"Tall, light-colored stone obelisk-like monuments with rounded finials, historical reddish-brown brick and stone buildings with castle-like architecture and green trees in the background, black street light poles and traffic signal poles at an intersection, double red line road markings on the curb.",building. tree. pole. intersection. marking. curb,intersection
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1698/cluster_items_objects_np.csv,Images/London/London_0001597_2020_11_197_51.49373345257887_-0.1714461111024695_hDVyPmI9ro7-VtNBm2H4ww.jpg,0,"Upper floors of a light-colored building, road with solid yellow curb line, pedestrian crossing with white zig-zag and dashed lines, black street lamp pole, smaller dark pole with blue sign, sidewalk, row of white multi-story buildings and brick buildings in background, long black construction hoarding, black and white striped pole with yellow spherical top (Belisha beacon), large white sign panel on hoarding with ""LONDON ROOFING LTD"" text, phone number, and multi-colored graffiti, brick buildings in background including two with pointed spires/domes, stone/brick wall, dark street light pole with black rectangular fixture, overcast sky.",building. sidewalk. row. pole. beacon. panel. text. number. fixture. sky,row. beacon. panel. text. number. fixture
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1698/cluster_items_objects_np.csv,Images/London/London_0001597_2017_08_198_51.49372973667182_-0.1714077073215985_B6-EA6sIk66cUiz9acNPXg.jpg,1,"Road with white zigzag and dashed markings, double yellow line, street lamp post, pavement, distant white terraced buildings, black hoarding, white site container with ""LONDON ROOFING LTD"" sign and phone number ""020 7584 9173"", gate with green foliage, grey utility pole, red and white striped brick building with arched opening, street sign on brick building.",pavement. building. container. sign. pole. foliage. opening,container
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1698/cluster_items_objects_np.csv,Images/London/London_0001597_2015_05_201_51.49374484047506_-0.1715010424363772_VSlIx2j4RMefHAf6FNRh-g.jpg,2,"White zigzag road markings, black and white striped pole with yellow top, dark wooden or metal fence, white rectangular container building with ""LONDON ROOFING LTD"" sign, metal fence and gate with ""LONDON ROOFING"" sign, reddish-brown brick wall, green trees, distant buildings with spires or domes.",pole. fence. building. sign. gate. wall. tree. spire. dome,dome
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1699/cluster_items_objects_np.csv,Images/London/London_0001720_2017_03_015_51.49379813438338_-0.0847172140799922_LVrcwBad2_QnR-hOnEiXkw.jpg,3,"Road with ""BUS LANE"" marking, left pavement with bare trees and streetlights, blue signpost, narrow right pavement, long dark grey brick retaining wall, curving elevated concrete structure, overcast sky.",road. lane. pavement. tree. streetlight. signpost. wall. structure. sky,structure
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1699/cluster_items_objects_np.csv,Images/London/London_0001720_2020_11_020_51.49376429546545_-0.0846730445873361_WdG6i8-BPsPVGhw2xT-TMA.jpg,4,"Trees, asphalt road with white lane markings, tall streetlights, sloped gray wall.",road. wall,wall
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1699/cluster_items_objects_np.csv,Images/London/London_0001720_2018_01_012_51.49378233813407_-0.084697177947251_CStrLeYCjXBuj7AljYHpkg.jpg,8,"Bus stop shelter, bare trees, ""BUS LANE"" road marking, asphalt road, grey concrete slab sidewalk, tall dark grey brick retaining wall with concrete capping, multiple streetlights.",bus. tree. road. sidewalk. wall. streetlight,bus
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1700/cluster_items_objects_np.csv,Images/London/London_0001674_2018_02_188_51.49375643868325_-0.1175887902476383_q3x3WrSL1scHTfhzbwSYBw.jpg,0,"Bare tree branches, multi-story brown brick building with white balcony railings and square windows, green hedge on a low brick wall, paved sidewalk with a red rectangular street utility box, asphalt street curving slightly marked with double yellow lines on the left and a single yellow line on the right, a large curved building with horizontal bands of orange/brown and grey cladding in the mid-background, a light-colored building with dark balconies further back on the right, a tall light-colored concrete building with vertical rectangular paneling and a dark brick lower section on the immediate right, and a paved area with a row of light-colored concrete bollards in the right foreground.",building. wall. sidewalk. box. street. bollard,box
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1700/cluster_items_objects_np.csv,Images/London/London_0001674_2020_11_187_51.49374675541576_-0.1175191852224461_YYbL3q0gKnMrF-Pn6Ma4fw.jpg,1,"Red metal gate, brown brick wall with signs, green hedge, brown brick apartment building with balconies, asphalt road with double yellow lines, metal utility cover, red bin, tiled sidewalk, white bollards, black lamppost, multi-story building with concrete panels, single-story brick structure with white door, curved modern building in background.",wall. building. road. sidewalk. bollard. panel. structure. door,panel
